neighbourhood.group,id,price,service.fee,minimum.nights,number.of.reviews,reviews.per.month,review.rate.number,calculated.host.listings.count,availability.365
Queens,44406593,318,64,2,14,0.48,2,1,0
Manhattan,44407145,587,117,3,126,4.42,5,1,3
Manhattan,44407698,1099,220,1,95,3.28,1,1,86
Manhattan,44408250,399,80,2,89,3.28,1,4,249
Manhattan,44408802,885,177,2,71,2.63,2,4,309
Manhattan,44409355,75,15,3,81,3.01,4,1,152
Brooklyn,44409907,1105,221,2,26,2.05,3,1,272
Manhattan,44411011,185,37,2,29,1.03,2,4,0
Manhattan,44411564,381,76,5,25,0.9,3,1,0
Manhattan,44412116,1183,237,1,21,0.75,3,1,363
Brooklyn,44412668,513,103,3,48,1.69,5,1,3
Manhattan,44413773,72,14,3,86,2.99,1,2,85
Manhattan,44414325,1018,204,1,106,3.75,5,1,286
Manhattan,44414878,1131,226,3,103,3.61,5,2,32
Manhattan,44415430,194,39,2,60,2.52,5,2,233
Brooklyn,44415982,200,40,3,66,2.36,2,1,257
Brooklyn,44416534,908,182,20,23,0.84,3,3,41
Manhattan,44417087,1035,207,3,13,0.46,5,1,260
Manhattan,44417639,687,137,1,78,2.7,1,1,40
Brooklyn,44418744,616,123,2,3,0.22,3,2,40
Brooklyn,44419848,386,77,6,12,0.41,3,1,0
Manhattan,44420401,114,23,5,11,0.39,4,1,0
Manhattan,44420953,610,122,1,131,4.56,3,1,20
Manhattan,44422057,815,163,2,72,2.54,4,3,63
Queens,44422610,644,129,1,37,1.53,2,4,84
Manhattan,44423162,269,54,1,2,0.07,1,1,0
Brooklyn,44423714,81,16,90,2,0.08,1,1,34
Brooklyn,44424267,277,55,1,2,0.09,4,1,87
Manhattan,44425371,711,142,1,19,0.66,3,1,0
Queens,44425924,667,133,1,109,3.97,5,1,75
Brooklyn,44426476,1007,201,87,4,0.14,4,1,173
Manhattan,44427028,299,60,30,1,0.04,3,1,0
Bronx,44427580,1082,216,2,94,3.2,2,1,252
Manhattan,44428133,585,117,1,209,7.18,5,3,252
Manhattan,44428685,402,80,5,4,0.15,1,1,0
Manhattan,44429237,656,131,1,79,2.7,2,1,310
Manhattan,44429790,1152,230,1,6,0.21,3,1,0
Manhattan,44430342,468,94,1,63,2.23,5,1,0
Manhattan,44430894,1084,217,5,42,1.57,5,1,322
Brooklyn,44431447,1034,207,4,61,2.26,1,1,255
Queens,44431999,473,95,2,45,1.7,2,1,360
Manhattan,44432551,834,167,1,1,0.07,2,1,0
Brooklyn,44433656,603,121,2,6,0.21,2,1,0
Manhattan,44434208,474,95,1,38,1.3,3,2,138
Brooklyn,44434760,481,96,4,48,1.73,4,1,172
Manhattan,44435313,514,103,45,6,0.63,3,12,365
Brooklyn,44435865,449,90,4,1,0.05,4,1,0
Manhattan,44436417,706,141,3,3,0.11,3,1,0
Queens,44436970,1078,216,1,120,4.1,4,2,112
Manhattan,44437522,312,62,3,35,1.61,5,2,179
Manhattan,44438074,428,86,1,26,1.08,5,1,0
Brooklyn,44438626,1088,218,30,10,0.53,4,4,323
Brooklyn,44440283,529,106,4,74,2.52,3,1,85
Manhattan,44441388,972,194,2,147,5.07,3,3,18
Manhattan,44441940,552,110,10,28,0.97,1,1,0
Brooklyn,44443045,735,147,3,4,0.15,4,1,88
Brooklyn,44443597,556,111,2,176,6.02,1,1,14
Manhattan,44444149,467,93,2,43,1.48,1,1,0
Queens,44444702,493,99,1,44,2.21,3,1,0
Brooklyn,44445254,981,196,1,13,0.46,3,1,0
Manhattan,44445806,610,122,1,1,0.03,5,1,0
Brooklyn,44446359,724,145,4,21,0.75,3,2,189
Queens,44446911,730,146,1,50,3.51,1,3,67
Manhattan,44447463,603,121,20,31,1.09,2,5,218
Brooklyn,44448568,1073,215,2,3,0.12,4,1,0
Manhattan,44449120,505,101,2,20,0.77,2,3,0
Manhattan,44449672,266,53,2,29,1.53,1,1,15
Manhattan,44450225,1185,237,3,1,0.03,3,1,0
Brooklyn,44450777,519,104,3,72,2.56,1,1,67
Manhattan,44451329,1072,214,2,16,0.63,1,1,24
Brooklyn,44451882,1090,218,2,88,3.02,1,3,84
Queens,44452434,937,187,7,4,0.17,1,1,0
Brooklyn,44452986,777,155,2,61,2.4,4,3,110
Brooklyn,44453539,1096,219,2,38,1.32,5,1,94
Brooklyn,44454091,372,74,1,106,3.78,4,2,341
Manhattan,44454643,422,84,3,15,0.65,5,1,42
Manhattan,44455195,796,159,30,5,0.19,5,1,34
Queens,44455748,221,44,2,1,0.04,5,1,0
Brooklyn,44456300,245,49,2,13,0.45,1,1,0
Manhattan,44456852,411,82,2,15,0.57,2,1,33
Queens,44457405,595,119,1,417,14.36,3,5,338
Manhattan,44457957,73,15,12,5,0.5,4,1,32
Queens,44458509,616,123,30,18,0.62,3,1,92
Queens,44459062,1075,215,2,18,0.62,5,1,364
Brooklyn,44459614,528,106,1,31,1.08,1,5,1
Manhattan,44460166,1086,217,4,22,0.75,2,1,0
Brooklyn,44460718,584,117,1,27,1.64,2,5,168
Queens,44461271,483,97,1,34,1.17,2,1,347
Brooklyn,44462375,128,26,3,12,0.58,1,2,289
Queens,44462928,986,197,4,3,0.1,2,1,0
Manhattan,44463480,724,145,31,4,0.21,5,33,299
Manhattan,44464032,396,79,31,10,0.55,2,33,331
Manhattan,44464585,672,134,31,9,0.39,3,33,333
Manhattan,44465137,864,173,4,5,0.23,4,1,8
Brooklyn,44465689,535,107,2,17,0.59,4,1,3
Manhattan,44466241,909,182,1,25,0.88,4,2,329
Brooklyn,44466794,1177,235,1,9,0.31,2,1,0
Manhattan,44467346,995,199,1,31,1.14,5,1,1
Brooklyn,44467898,150,30,2,18,0.63,4,5,0
Brooklyn,44468451,522,104,30,4,0.17,3,3,294
Bronx,44469003,876,175,1,11,0.42,5,3,239
Brooklyn,44469555,404,81,4,77,2.66,1,2,100
Queens,44470108,1177,235,2,1,0.03,3,1,0
Manhattan,44470660,1027,205,2,29,1.01,1,3,0
Brooklyn,44471212,195,39,1,98,3.4,3,1,23
Manhattan,44471764,764,153,1,6,0.21,1,1,7
Brooklyn,44472317,624,125,50,8,0.33,3,1,0
Manhattan,44472869,981,196,1,11,0.4,5,1,0
Manhattan,44473974,938,188,5,2,0.07,3,2,0
Brooklyn,44474526,590,118,2,72,2.54,4,1,51
Brooklyn,44475078,522,104,1,213,7.71,4,2,52
Staten Island,44476735,1025,205,2,59,2.21,2,1,135
Manhattan,44477287,995,199,5,14,0.49,2,1,89
Queens,44478392,200,40,4,31,1.21,3,2,283
Brooklyn,44478944,474,95,1,19,0.7,4,6,360
Manhattan,44479497,192,38,2,68,2.35,1,4,1
Brooklyn,44480049,419,84,2,101,3.53,3,1,211
Queens,44480601,80,16,1,240,9.66,4,2,253
Manhattan,44481154,1127,225,1,5,0.18,1,1,0
Brooklyn,44481706,1197,239,2,23,0.83,1,3,182
Brooklyn,44482258,633,127,2,31,1.15,3,3,175
Brooklyn,44482810,426,85,2,18,0.64,5,1,0
Brooklyn,44483915,476,95,3,35,1.22,3,1,0
Brooklyn,44484467,645,129,2,78,2.68,4,3,14
Manhattan,44485020,976,195,7,20,0.71,1,1,23
Manhattan,44485572,200,40,2,64,2.36,1,1,131
Brooklyn,44486124,981,196,2,91,3.35,3,2,101
Brooklyn,44486677,273,55,4,3,0.2,2,1,4
Brooklyn,44487229,87,17,2,16,0.57,1,1,302
Manhattan,44487781,152,30,5,3,0.12,2,1,115
Manhattan,44488333,242,48,1,67,2.46,5,1,185
Manhattan,44488886,69,14,7,1,0.05,2,3,0
Queens,44489990,447,89,1,62,4.26,4,3,65
Brooklyn,44490543,1128,226,5,16,0.58,1,1,15
Manhattan,44491647,1098,220,90,28,1.03,5,1,0
Manhattan,44492200,475,95,1,3,0.21,5,1,341
Brooklyn,44492752,611,122,3,179,6.17,2,3,191
Manhattan,44493304,408,82,1,7,0.24,4,1,45
Manhattan,44493856,406,81,2,1,0.04,3,1,0
Brooklyn,44494409,506,101,2,12,0.44,2,1,294
Brooklyn,44494961,413,83,21,1,0.03,5,1,0
Brooklyn,44496066,1040,208,2,15,0.54,1,1,4
Brooklyn,44496618,272,54,15,47,1.86,2,1,8
Manhattan,44497170,317,63,3,87,3.09,5,2,39
Brooklyn,44497723,607,121,2,24,1.43,5,1,14
Manhattan,44498827,764,153,2,2,0.07,5,1,0
Manhattan,44499379,211,42,2,16,0.56,4,1,0
Brooklyn,44499932,678,136,4,34,1.23,5,1,18
Queens,44500484,1036,207,7,12,0.42,4,1,3
Brooklyn,44501036,1188,238,30,4,0.14,1,11,311
Brooklyn,44501589,449,90,30,6,0.22,2,11,231
Brooklyn,44502141,244,49,3,174,6.03,4,3,202
Brooklyn,44503246,920,184,14,1,0.03,3,1,0
Brooklyn,44503798,543,109,4,8,0.29,4,1,1
Manhattan,44506007,839,168,3,72,2.55,3,1,249
Manhattan,44506559,1018,204,2,4,0.14,1,2,0
Brooklyn,44507112,343,69,4,17,0.65,1,2,17
Manhattan,44507664,268,54,2,145,5,2,2,127
Queens,44508216,130,26,1,26,0.9,1,3,358
Brooklyn,44508769,100,20,1,55,2.01,5,1,345
Brooklyn,44509321,793,159,1,27,0.98,1,1,39
Manhattan,44509873,566,113,2,35,1.22,5,1,0
Manhattan,44510425,114,23,10,2,0.08,4,1,0
Manhattan,44511530,59,12,3,28,1.03,3,1,51
Manhattan,44512082,672,134,6,1,0.05,1,1,0
Brooklyn,44512635,530,106,1,63,2.29,5,1,270
Brooklyn,44513187,632,126,1,122,4.21,5,3,222
Manhattan,44513739,330,66,30,1,0.07,3,2,133
Queens,44514292,206,41,1,72,2.98,5,2,129
Brooklyn,44514844,396,79,3,116,4.03,4,1,216
Manhattan,44515396,1061,212,5,33,1.17,4,3,1
Manhattan,44515948,793,159,5,77,2.73,3,2,79
Brooklyn,44516501,1112,222,2,106,3.72,2,1,28
Manhattan,44517053,276,55,5,41,1.45,5,3,228
Queens,44517605,56,11,2,70,2.64,3,1,175
Manhattan,44518158,440,88,1,4,0.14,5,1,0
Queens,44519262,592,118,1,49,1.7,1,1,247
Manhattan,44519815,324,65,5,66,2.37,2,2,99
Brooklyn,44520367,688,138,6,10,0.36,4,1,239
Brooklyn,44520919,891,178,5,1,0.04,4,2,0
Manhattan,44521471,683,137,2,9,0.32,2,1,0
Brooklyn,44522024,114,23,28,3,0.11,1,1,0
Manhattan,44523681,724,145,5,69,2.44,3,1,163
Manhattan,44524233,888,178,3,31,1.08,2,1,136
Manhattan,44524785,817,163,4,35,1.24,5,1,0
Manhattan,44525338,417,83,2,128,4.52,5,1,252
Brooklyn,44525890,672,134,2,58,2.02,5,2,0
Bronx,44526442,1046,209,1,127,4.45,1,1,134
Queens,44526994,782,156,1,61,2.12,5,2,124
Manhattan,44527547,346,69,1,147,5.08,2,5,292
Queens,44528099,361,72,1,42,1.52,4,2,124
Brooklyn,44528651,833,167,2,12,0.47,5,1,120
Manhattan,44529204,580,116,2,2,0.1,3,1,0
Brooklyn,44529756,351,70,3,125,4.51,1,2,61
Brooklyn,44530308,481,96,3,5,0.18,5,1,0
Brooklyn,44530861,303,61,5,69,2.4,3,1,104
Manhattan,44531413,884,177,3,84,2.92,2,2,74
Brooklyn,44531965,764,153,2,3,0.1,4,1,0
Brooklyn,44533070,755,151,3,46,1.62,3,2,141
Manhattan,44533622,699,140,2,2,0.09,5,1,180
Manhattan,44534174,967,193,4,2,0.08,5,1,0
Queens,44534727,1189,238,4,6,0.29,5,2,353
Manhattan,44535279,338,68,2,93,3.38,2,1,251
Manhattan,44536384,400,80,30,5,0.21,5,16,200
Staten Island,44536936,677,135,4,96,3.42,5,6,147
Brooklyn,44538040,827,165,4,55,2.06,3,2,17
Queens,44538593,842,168,15,23,0.83,5,2,31
Manhattan,44539697,785,157,3,33,1.18,2,1,167
Brooklyn,44540250,1073,215,5,2,0.07,2,1,0
Brooklyn,44540802,681,136,14,7,0.27,3,1,173
Manhattan,44541354,1053,211,2,37,1.33,3,2,304
Brooklyn,44541907,375,75,2,53,2.3,2,1,8
Manhattan,44542459,809,162,3,30,1.08,1,1,4
Manhattan,44543011,220,44,1,31,1.12,5,1,0
Queens,44543563,444,89,15,2,0.39,3,4,190
Manhattan,44544116,892,178,7,3,0.11,4,1,0
Queens,44545220,1097,219,4,2,0.09,2,1,355
Brooklyn,44545773,1036,207,2,6,0.93,2,1,359
Brooklyn,44546325,218,44,3,7,0.26,4,1,0
Queens,44546877,427,85,4,40,1.41,4,2,47
Brooklyn,44547430,1108,222,3,5,0.18,4,1,0
Queens,44547982,526,105,2,65,2.33,2,1,263
Brooklyn,44548534,1172,234,1,26,0.96,1,3,271
Brooklyn,44549086,588,118,2,16,0.57,1,3,43
Brooklyn,44549639,504,101,5,8,1.31,4,2,0
Brooklyn,44550191,100,20,2,45,1.65,1,1,342
Manhattan,44550743,1110,222,3,21,1.14,1,2,9
Manhattan,44551296,158,32,4,75,2.64,1,1,166
Queens,44551848,59,12,7,37,1.42,2,1,0
Brooklyn,44552400,927,185,4,27,0.95,2,2,54
Queens,44552953,569,114,1,61,2.17,2,3,361
Manhattan,44554057,388,78,20,25,1.06,4,2,62
Brooklyn,44554609,369,74,30,11,0.39,3,1,87
Queens,44555162,283,57,1,35,1.23,5,2,364
Brooklyn,44555714,970,194,14,3,0.11,4,1,277
Brooklyn,44556266,771,154,2,11,0.39,4,1,0
Manhattan,44556819,731,146,1,13,0.62,1,2,361
Brooklyn,44557371,312,62,30,6,0.22,5,8,156
Brooklyn,44557923,406,81,1,1,0.03,2,1,0
Manhattan,44559028,315,63,1,8,0.28,4,2,293
Brooklyn,44560685,427,85,1,162,5.7,3,1,1
Manhattan,44561237,583,117,30,3,0.12,2,8,346
Brooklyn,44561789,736,147,2,4,0.14,5,2,0
Brooklyn,44562342,1141,228,7,3,0.12,3,1,43
Manhattan,44562894,449,90,300,1,0.04,1,1,89
Queens,44563446,929,186,3,48,1.72,4,3,332
Manhattan,44563999,163,33,5,2,0.07,3,1,0
Brooklyn,44564551,138,28,15,2,0.07,5,1,0
Manhattan,44565103,306,61,6,1,0.15,5,3,8
Manhattan,44565655,382,76,6,5,0.19,3,1,108
Brooklyn,44566208,978,196,2,16,0.57,2,1,6
Brooklyn,44566760,260,52,4,15,1.05,5,1,35
Manhattan,44567312,823,165,1,2,0.07,4,1,0
Queens,44567865,731,146,10,1,0.09,5,4,300
Manhattan,44568417,688,138,3,2,0.08,3,1,0
Manhattan,44568969,65,13,4,3,0.11,2,1,0
Brooklyn,44569522,818,164,2,61,2.14,5,3,42
Manhattan,44570074,371,74,3,9,0.35,1,1,127
Manhattan,44570626,111,22,2,65,2.38,2,1,11
Brooklyn,44571178,68,14,2,32,1.15,5,1,0
Manhattan,44571731,908,182,2,12,0.42,4,1,0
Manhattan,44572283,539,108,2,138,4.83,1,2,45
Queens,44572835,119,24,5,75,2.7,1,1,13
Brooklyn,44573388,313,63,3,33,1.19,5,1,60
Manhattan,44574492,58,12,30,5,0.21,4,1,271
Manhattan,44575045,206,41,1,134,4.69,4,2,251
Manhattan,44575597,511,102,7,3,0.11,2,1,0
Brooklyn,44576149,954,191,3,3,0.11,2,1,0
Bronx,44576701,1011,202,1,116,4.09,3,1,5
Staten Island,44577254,1008,202,1,12,0.42,1,2,0
Brooklyn,44577806,108,22,28,19,0.72,3,6,297
Brooklyn,44578358,341,68,1,12,0.42,4,3,0
Brooklyn,44578911,918,184,1,15,0.56,2,6,325
Brooklyn,44579463,812,162,3,93,4.16,2,1,89
Brooklyn,44580015,1121,224,2,2,0.07,1,1,0
Brooklyn,44580568,1093,219,1,82,2.95,4,1,0
Brooklyn,44581120,1076,215,1,14,0.49,1,1,0
Queens,44581672,1029,206,2,51,1.9,1,1,242
Manhattan,44582224,481,96,1,17,1.11,1,1,0
Manhattan,44582777,415,83,3,3,0.21,1,2,166
Queens,44583329,145,29,1,75,2.66,4,1,294
Manhattan,44586091,674,135,2,37,1.39,4,1,33
Brooklyn,44586643,379,76,2,115,4.26,2,2,32
Brooklyn,44587195,1155,231,3,34,2.95,2,1,54
Manhattan,44587747,839,168,30,2,0.11,3,10,338
Manhattan,44588300,1120,224,120,2,0.08,2,1,167
Manhattan,44589404,1055,211,7,7,0.27,4,1,0
Manhattan,44589957,749,150,3,71,2.54,5,1,60
Brooklyn,44590509,220,44,4,37,1.29,2,1,84
Queens,44591614,321,64,1,37,1.3,1,4,0
Manhattan,44592166,954,191,2,16,0.57,3,1,0
Manhattan,44592718,487,97,4,65,2.3,4,1,48
Brooklyn,44593270,746,149,2,18,0.63,2,1,0
Manhattan,44593823,585,117,2,12,0.43,2,2,8
Manhattan,44594375,920,184,3,6,0.23,4,1,0
Brooklyn,44594927,502,100,2,4,0.42,3,1,313
Brooklyn,44595480,1033,207,2,68,3.5,2,1,240
Brooklyn,44596032,1042,208,3,27,1.25,5,2,1
Manhattan,44596584,684,137,2,2,0.08,2,1,0
Manhattan,44598241,906,181,30,6,0.23,1,23,365
Manhattan,44598793,960,192,1,27,0.95,3,1,33
Brooklyn,44599346,251,50,28,28,1.01,5,6,303
Manhattan,44600450,398,80,30,1,0.04,1,23,115
Manhattan,44603764,225,45,30,8,0.31,4,14,203
Manhattan,44604316,1119,224,30,5,0.22,4,14,339
Manhattan,44604869,399,80,30,1,0.04,5,23,365
Manhattan,44605421,689,138,30,3,0.11,3,14,332
Brooklyn,44605973,1166,233,2,22,0.78,4,1,0
Manhattan,44607078,630,126,1,1,0.04,3,1,0
Queens,44608183,558,112,1,73,2.75,5,1,273
Brooklyn,44608735,477,95,3,27,1,3,1,303
Brooklyn,44609287,791,158,3,70,2.58,1,1,89
Manhattan,44609839,1199,240,1,67,2.45,2,1,189
Brooklyn,44610392,701,140,5,42,1.58,5,3,63
Manhattan,44610944,813,163,1,5,0.17,3,1,0
Manhattan,44611496,531,106,30,7,0.26,2,2,331
Queens,44612049,881,176,3,7,0.4,2,1,365
Brooklyn,44612601,112,22,2,76,2.69,5,1,209
Brooklyn,44613706,1115,223,3,2,0.07,3,1,0
Brooklyn,44614258,872,174,3,28,1,4,2,11
Manhattan,44614810,877,175,2,1,0.37,5,1,0
Manhattan,44615362,979,196,4,2,0.08,4,1,0
Manhattan,44615915,633,127,2,10,0.36,3,1,0
Brooklyn,44616467,336,67,2,1,0.04,5,1,0
Brooklyn,44617019,1078,216,2,131,5.23,4,1,159
Manhattan,44617572,901,180,14,7,0.27,5,1,13
Manhattan,44618124,552,110,3,9,0.32,1,2,0
Bronx,44618676,93,19,22,10,0.36,3,2,186
Manhattan,44619229,730,146,16,7,0.28,2,3,0
Manhattan,44619781,447,89,1,26,0.91,1,3,0
Queens,44620333,346,69,3,75,3.07,3,2,174
Manhattan,44620885,717,143,1,19,0.73,3,1,0
Brooklyn,44621438,194,39,2,10,0.39,4,1,0
Manhattan,44621990,1054,211,5,2,0.07,4,2,0
Manhattan,44623095,782,156,2,154,5.42,4,1,145
Manhattan,44623647,815,163,6,30,1.08,4,3,43
Brooklyn,44624752,370,74,14,32,1.14,3,2,72
Brooklyn,44625856,112,22,7,3,0.11,4,1,0
Manhattan,44626408,182,36,2,4,0.16,3,1,0
Manhattan,44626961,850,170,5,24,0.85,5,1,20
Brooklyn,44627513,880,176,2,21,0.76,1,1,19
Manhattan,44628618,258,52,6,1,0.04,5,1,0
Brooklyn,44629170,725,145,2,83,2.95,4,4,155
Brooklyn,44629722,908,182,1,4,0.44,5,3,0
Manhattan,44630275,846,169,3,6,0.22,3,1,90
Manhattan,44630827,791,158,2,15,3.17,2,1,207
Manhattan,44631931,902,180,5,3,0.11,1,1,0
Manhattan,44632484,77,15,1,118,4.21,3,2,0
Manhattan,44633036,670,134,1,115,4.06,3,2,0
Bronx,44633588,827,165,2,62,2.19,3,1,36
Brooklyn,44634141,205,41,5,4,1.9,4,3,312
Manhattan,44634693,1086,217,1,116,4.07,5,2,238
Brooklyn,44635245,471,94,2,9,0.33,4,1,0
Brooklyn,44635798,643,129,1,1,0.04,3,2,0
Manhattan,44636350,149,30,1,2,0.07,3,1,0
Manhattan,44636902,167,33,3,1,0.04,1,2,0
Brooklyn,44637454,254,51,2,97,3.68,4,1,0
Brooklyn,44638007,1187,237,3,12,0.43,5,2,0
Manhattan,44638559,963,193,1,3,0.11,5,1,0
Brooklyn,44639111,763,153,3,73,2.64,4,1,37
Staten Island,44639664,968,194,1,136,4.81,5,1,136
Brooklyn,44640216,317,63,6,7,0.36,5,1,42
Manhattan,44640768,360,72,3,15,0.54,1,1,0
Manhattan,44641321,974,195,30,2,0.08,5,12,216
Manhattan,44641873,756,151,7,12,0.42,3,1,0
Manhattan,44642425,542,108,7,21,0.75,5,1,0
Brooklyn,44642977,799,160,1,6,0.22,5,1,0
Manhattan,44643530,935,187,2,16,0.59,4,1,0
Brooklyn,44644082,619,124,1,108,3.8,5,3,243
Brooklyn,44644634,232,46,1,17,0.97,5,1,0
Brooklyn,44645739,432,86,7,1,0.04,1,1,0
Manhattan,44647396,223,45,30,7,0.4,5,5,71
Brooklyn,44647948,689,138,1,25,0.88,2,1,0
Manhattan,44648500,490,98,12,11,0.39,3,1,0
Manhattan,44649053,578,116,30,3,0.27,5,1,327
Brooklyn,44649605,828,166,3,72,2.55,3,4,140
Brooklyn,44650157,406,81,3,70,2.51,5,3,170
Manhattan,44650710,92,18,4,16,0.65,3,1,14
Manhattan,44651814,71,14,2,3,0.11,1,1,0
Queens,44652919,854,171,3,19,0.7,1,1,104
Brooklyn,44653471,329,66,30,9,0.33,3,2,136
Brooklyn,44654023,629,126,3,68,2.51,1,8,343
Brooklyn,44654576,821,164,23,12,0.44,5,2,189
Bronx,44655128,232,46,3,115,4.1,3,4,71
Manhattan,44655680,946,189,1,132,5.17,4,1,252
Manhattan,44656233,1065,213,3,1,0.04,5,1,0
Brooklyn,44656785,1038,208,1,2,0.07,4,2,0
Queens,44657337,158,32,1,347,13.48,1,3,159
Manhattan,44658442,142,28,3,10,0.36,1,1,0
Manhattan,44658994,345,69,3,9,0.42,3,1,0
Manhattan,44660099,412,82,2,24,0.9,1,1,42
Manhattan,44660651,1176,235,2,3,0.11,5,1,0
Brooklyn,44661203,1001,200,1,119,4.2,3,4,85
Queens,44661756,57,11,2,113,4.04,4,2,3
Brooklyn,44662308,279,56,30,11,0.47,3,1,324
Brooklyn,44662860,259,52,1,45,1.62,5,2,303
Manhattan,44663965,630,126,13,6,0.21,2,1,0
Manhattan,44664517,156,31,180,15,0.56,3,1,332
Manhattan,44665069,812,162,2,60,2.3,4,1,357
Manhattan,44665622,837,167,1,9,0.32,1,2,0
Brooklyn,44666174,200,40,2,12,0.5,1,1,0
Brooklyn,44666726,558,112,7,11,0.4,3,1,0
Brooklyn,44667279,598,120,5,26,0.93,2,4,325
Manhattan,44667831,318,64,3,3,0.11,4,1,0
Brooklyn,44668383,606,121,5,23,0.84,3,4,337
Brooklyn,44668936,479,96,2,77,2.97,1,1,88
Queens,44670040,622,124,1,336,11.91,3,2,345
Brooklyn,44670592,640,128,5,32,1.14,4,4,350
Brooklyn,44671145,972,194,1,102,3.66,5,3,121
Brooklyn,44671697,552,110,1,4,0.15,1,1,0
Manhattan,44672249,594,119,1,1,0.04,1,2,0
Manhattan,44672802,452,90,1,146,5.28,3,1,212
Queens,44673354,1069,214,1,129,5.19,4,3,180
Queens,44673906,1071,214,30,6,0.22,3,1,45
Manhattan,44674459,740,148,3,61,2.21,1,1,62
Brooklyn,44675011,584,117,4,66,2.35,4,1,0
Brooklyn,44675563,406,81,1,3,0.11,1,1,0
Manhattan,44676115,845,169,3,62,2.27,1,1,234
Brooklyn,44676668,1154,231,2,15,0.62,4,1,66
Queens,44677220,729,146,3,68,2.47,2,1,299
Manhattan,44677772,83,17,3,12,0.43,3,1,0
Brooklyn,44678877,1195,239,3,26,1.09,2,2,161
Brooklyn,44679429,420,84,1,38,1.34,5,1,0
Brooklyn,44679982,51,10,2,2,0.07,2,1,0
Queens,44680534,1152,230,3,10,0.37,5,1,16
Brooklyn,44681086,232,46,31,2,0.07,1,1,41
Manhattan,44681638,430,86,30,4,0.3,4,10,99
Queens,44682191,787,157,2,9,0.32,2,1,0
Brooklyn,44682743,920,184,1,5,0.42,4,6,364
Brooklyn,44683295,984,197,2,68,2.51,1,6,125
Manhattan,44683848,90,18,3,22,0.81,1,2,0
Manhattan,44684400,398,80,1,4,0.14,4,1,0
Manhattan,44684952,196,39,3,90,3.21,3,1,194
Manhattan,44685505,355,71,9,3,0.11,5,1,0
Brooklyn,44686057,928,186,1,3,0.11,2,1,0
Manhattan,44687161,1013,203,4,5,0.18,1,1,0
Brooklyn,44687714,514,103,1,86,3.14,5,1,117
Brooklyn,44688266,412,82,1,3,0.16,2,1,0
Manhattan,44689371,878,176,6,22,0.87,2,1,15
Brooklyn,44690475,118,24,3,25,1.78,4,1,3
Queens,44691028,994,199,2,67,2.58,5,1,278
Queens,44691580,822,164,1,9,0.91,3,1,0
Brooklyn,44692132,455,91,4,36,1.28,1,1,0
Brooklyn,44692684,1078,216,1,58,2.08,5,2,120
Queens,44693237,103,21,7,40,1.51,1,5,148
Queens,44693789,303,61,5,17,0.61,1,1,112
Brooklyn,44695446,1073,215,2,16,0.57,4,3,0
Brooklyn,44696551,570,114,28,17,0.61,1,6,229
Manhattan,44697103,665,133,2,49,1.81,1,3,147
Queens,44697655,982,196,1,239,8.58,2,2,361
Queens,44698207,946,189,1,76,2.84,1,1,324
Manhattan,44698760,706,141,1,4,0.14,4,1,0
Manhattan,44699312,1043,209,2,21,0.74,4,2,343
Brooklyn,44699864,809,162,31,4,0.16,1,1,178
Brooklyn,44700969,463,93,5,3,0.11,1,1,0
Brooklyn,44701521,182,36,7,15,0.55,4,1,0
Manhattan,44702074,734,147,3,38,1.4,3,1,31
Manhattan,44702626,368,74,1,81,2.96,2,2,0
Brooklyn,44703178,975,195,2,104,3.69,5,1,268
Manhattan,44704283,1183,237,4,95,3.65,2,1,323
Brooklyn,44704835,696,139,7,12,0.44,5,1,0
Brooklyn,44705387,909,182,1,19,0.72,3,2,0
Brooklyn,44705940,387,77,2,50,3.12,4,2,235
Manhattan,44707044,1128,226,4,22,0.85,4,1,238
Manhattan,44707597,1119,224,183,1,0.09,4,1,340
Brooklyn,44708149,53,11,28,17,0.66,5,6,332
Brooklyn,44708701,521,104,4,59,2.11,2,1,217
Queens,44709253,598,120,2,142,5.03,1,2,2
Brooklyn,44709806,94,19,7,2,0.08,5,1,0
Brooklyn,44710358,114,23,2,45,1.61,1,2,0
Brooklyn,44710910,1069,214,7,1,0.05,3,1,8
Brooklyn,44711463,474,95,3,76,2.8,2,1,9
Manhattan,44712015,1088,218,3,2,0.07,4,1,365
Queens,44712567,641,128,1,161,5.74,5,3,365
Manhattan,44713120,405,81,2,72,2.59,2,1,160
Brooklyn,44713672,207,41,3,2,0.07,3,1,0
Brooklyn,44714224,254,51,7,9,0.36,2,2,82
Manhattan,44715329,813,163,1,77,2.79,2,1,0
Brooklyn,44715881,1188,238,5,12,0.43,3,1,192
Manhattan,44716986,466,93,6,7,0.26,5,1,0
Queens,44717538,547,109,5,42,1.55,3,1,77
Brooklyn,44718090,70,14,4,8,1.1,1,1,0
Queens,44718643,1192,238,1,104,3.74,3,9,300
Brooklyn,44719195,980,196,2,12,1.26,4,2,0
Brooklyn,44719747,885,177,3,76,2.75,3,1,248
Brooklyn,44720852,227,45,4,2,0.32,2,3,188
Manhattan,44721404,665,133,2,3,0.11,2,3,342
Manhattan,44721956,651,130,1,12,0.43,3,1,0
Brooklyn,44722509,650,130,3,6,0.23,1,3,98
Brooklyn,44723061,1060,212,4,19,0.68,2,1,15
Manhattan,44723613,906,181,2,5,0.18,2,1,0
Manhattan,44724166,222,44,2,9,0.33,5,1,47
